LABEL_INSTITUTION,Year,Percentile,School_ID,Predicted_Salary
Saint Anthony College of Nursing,5,50,323,71015.39374025977
Saint Anthony College of Nursing,10,50,323,83746.91934920636
Saint Anthony College of Nursing,15,50,323,83746.91934920636
University of Texas Southwestern Medical Center (The),1,50,487,62255.053531746045
University of Texas Southwestern Medical Center (The),5,50,487,73524.02135045512
University of Texas Southwestern Medical Center (The),10,50,487,85263.77684054837
University of Texas Southwestern Medical Center (The),15,50,487,85263.77684054837
CUNY Medgar Evers College,1,50,38,47834.68867230645
CUNY Medgar Evers College,5,50,38,63676.17152597403
CUNY Medgar Evers College,10,50,38,76282.26632936504
CUNY Medgar Evers College,15,50,38,76282.26632936504
University of Texas at San Antonio,1,50,491,45391.75001151136
University of Texas at San Antonio,5,50,491,60214.83358483184
University of Texas at San Antonio,10,50,491,70274.34015079364
University of Texas at San Antonio,15,50,491,70274.34015079364
SUNY Empire State College,1,50,319,60195.65925886368
SUNY Empire State College,5,50,319,69063.00601936951
SUNY Empire State College,10,50,319,76365.37149603174
SUNY Empire State College,15,50,319,76365.37149603174
Texas A & M University at Galveston,1,50,382,48877.64236122211
Texas A & M University at Galveston,5,50,382,66510.59003182928
Texas A & M University at Galveston,10,50,382,81431.76569805195
Texas A & M University at Galveston,15,50,382,81431.76569805195
Cincinnati State Technical & Community College,1,50,50,36448.86778119103
Cincinnati State Technical & Community College,5,50,50,55426.34640379067
Cincinnati State Technical & Community College,10,50,50,67650.15203174602
Cincinnati State Technical & Community College,15,50,50,67650.15203174602
Metropolitan State University,1,50,217,50829.76223015875
Metropolitan State University,5,50,217,64885.390833333346
Metropolitan State University,10,50,217,76828.13361904764
Metropolitan State University,15,50,217,76828.13361904764
Texas Tech University Health Sciences Center,1,50,395,72008.6038292541
Texas Tech University Health Sciences Center,5,50,395,82134.22416233768
Texas Tech University Health Sciences Center,10,50,395,96506.65528968256
Texas Tech University Health Sciences Center,15,50,395,96506.65528968256
East Georgia State College,1,50,92,76269.77846103895
East Georgia State College,5,50,92,50650.53192857143
East Georgia State College,10,50,92,59900.01411904761
East Georgia State College,15,50,92,59900.01411904761
Lone Star College System,1,50,197,34761.906895021646
Lone Star College System,5,50,197,44773.316345238105
Lone Star College System,10,50,197,52095.62557142857
Lone Star College System,15,50,197,52095.62557142857
Texas A&M University - Corpus Christi,1,50,387,41918.37033408259
Texas A&M University - Corpus Christi,5,50,387,58689.86561951937
Texas A&M University - Corpus Christi,10,50,387,67679.29359920633
Texas A&M University - Corpus Christi,15,50,387,67679.29359920633
University of Texas at Tyler,1,50,492,51764.371163475436
University of Texas at Tyler,5,50,492,60716.5506298979
University of Texas at Tyler,10,50,492,70037.88567207791
University of Texas at Tyler,15,50,492,70037.88567207791
State University of New York Polytechnic Institute,1,50,368,47542.02135656584
State University of New York Polytechnic Institute,5,50,368,66795.1526760462
State University of New York Polytechnic Institute,10,50,368,81416.9712142857
State University of New York Polytechnic Institute,15,50,368,81416.9712142857
University of Houston-Clear Lake,1,50,427,47922.27232298258
University of Houston-Clear Lake,5,50,427,62436.5747987013
University of Houston-Clear Lake,10,50,427,71483.46260642135
University of Houston-Clear Lake,15,50,427,71483.46260642135
Austin Community College,1,50,14,74115.68800000001
Austin Community College,5,50,14,55872.858730158725
Austin Community College,10,50,14,67190.07112012985
Austin Community College,15,50,14,67190.07112012985
Atlanta Metropolitan  State College,1,50,10,38107.328404761894
Atlanta Metropolitan  State College,5,50,10,61188.69694877344
Atlanta Metropolitan  State College,10,50,10,78537.91809415583
Atlanta Metropolitan  State College,15,50,10,78537.91809415583
South University - Columbia,1,50,342,43626.534501665
South University - Columbia,5,50,342,49144.70313888888
South University - Columbia,10,50,342,51383.54206349206
South University - Columbia,15,50,342,51383.54206349206
University of Houston - Victoria,1,50,426,45634.77349643413
University of Houston - Victoria,5,50,426,59619.10212301586
University of Houston - Victoria,10,50,426,65609.2775324675
University of Houston - Victoria,15,50,426,65609.2775324675
Liberty University,1,50,193,41891.854615551114
Liberty University,5,50,193,52711.933294733055
Liberty University,10,50,193,63191.54879004329
Liberty University,15,50,193,63191.54879004329
Life University,1,50,194,35864.274047619045
Life University,5,50,194,52711.933294733055
Life University,10,50,194,62703.77429004329
Life University,15,50,194,62703.77429004329
University of Hawaii - West Oahu,1,50,421,40807.648017205014
University of Hawaii - West Oahu,5,50,421,53148.62903571428
University of Hawaii - West Oahu,10,50,421,63214.42876190477
University of Hawaii - West Oahu,15,50,421,63214.42876190477
Pueblo Community College,1,50,294,63270.30364285715
Pueblo Community College,5,50,294,76118.23564285715
Pueblo Community College,10,50,294,100733.392
Pueblo Community College,15,50,294,100733.392
Martin University,1,50,210,32913.5277972583
Martin University,5,50,210,47285.68638744588
Martin University,10,50,210,61033.5829920635
Martin University,15,50,210,61033.5829920635
Saint Augustine College,1,50,324,38329.03736951935
Saint Augustine College,5,50,324,43268.128821428574
Saint Augustine College,10,50,324,50392.14266666667
Saint Augustine College,15,50,324,50392.14266666667
Goodwin University,1,50,124,56803.5500674603
Goodwin University,5,50,124,61106.96545238095
Goodwin University,10,50,124,69592.6215981241
Goodwin University,15,50,124,69592.6215981241
Collin County Community College District,1,50,67,70907.1498452381
Collin County Community College District,5,50,67,65260.306623015895
Collin County Community College District,10,50,67,91343.21783333336
Collin County Community College District,15,50,67,91343.21783333336
University of Texas M.D. Anderson Cancer Center,1,50,484,69312.24558376586
University of Texas M.D. Anderson Cancer Center,5,50,484,84388.39731204904
University of Texas M.D. Anderson Cancer Center,10,50,484,100651.7653611111
University of Texas M.D. Anderson Cancer Center,15,50,484,100651.7653611111
Texas Southmost College,1,50,392,45897.57866486292
Texas Southmost College,5,50,392,53000.73195995672
Texas Southmost College,10,50,392,56634.153690476196
Texas Southmost College,15,50,392,56634.153690476196
Regent University,1,50,304,40899.827697885456
Regent University,5,50,304,52462.75051226549
Regent University,10,50,304,62279.42374114773
Regent University,15,50,304,62279.42374114773
South Texas College,1,50,341,38820.056093434345
South Texas College,5,50,341,54341.67450793653
South Texas College,10,50,341,61308.85479761905
South Texas College,15,50,341,61308.85479761905
Texas A & M University - Texarkana,1,50,381,39382.80965440115
Texas A & M University - Texarkana,5,50,381,48528.32823809523
Texas A & M University - Texarkana,10,50,381,55582.42463095237
Texas A & M University - Texarkana,15,50,381,55582.42463095237
Charter Oak State College,1,50,47,62956.95029961705
Charter Oak State College,5,50,47,73684.95142382615
Charter Oak State College,10,50,47,82139.9285
Charter Oak State College,15,50,47,82139.9285
Southern Methodist College,1,50,349,40743.66340018316
Southern Methodist College,5,50,349,57083.533512043534
Southern Methodist College,10,50,349,70210.72217063492
Southern Methodist College,15,50,349,70210.72217063492
Western Governors University,1,50,538,69251.55389943552
Western Governors University,5,50,538,76447.21135642137
Western Governors University,10,50,538,78191.47411111112
Western Governors University,15,50,538,78191.47411111112
Georgia Gwinnett College,1,50,118,38909.31951190477
Georgia Gwinnett College,5,50,118,52923.409511183265
Georgia Gwinnett College,10,50,118,67934.92003968253
Georgia Gwinnett College,15,50,118,67934.92003968253
Colorado State University - Global Campus,1,50,72,64150.558095238084
Colorado State University - Global Campus,5,50,72,79243.41516666667
Colorado State University - Global Campus,10,50,72,90987.13647619048
Colorado State University - Global Campus,15,50,72,90987.13647619048
Texas A&M University - Central Texas,1,50,385,40814.470612554105
Texas A&M University - Central Texas,5,50,385,55143.6899992785
Texas A&M University - Central Texas,10,50,385,67548.30286868686
Texas A&M University - Central Texas,15,50,385,67548.30286868686
University of North Texas at Dallas,1,50,462,45824.31635714287
University of North Texas at Dallas,5,50,462,61211.40461904762
University of North Texas at Dallas,10,50,462,62600.166584415594
University of North Texas at Dallas,15,50,462,62600.166584415594
Texas A&M University-San Antonio,1,50,390,40342.36048989899
Texas A&M University-San Antonio,5,50,390,57639.04686904763
Texas A&M University-San Antonio,10,50,390,63535.00438095237
Texas A&M University-San Antonio,15,50,390,63535.00438095237
Texas Tech University Health Sciences Center El Paso,1,50,396,69878.54086507935
Texas Tech University Health Sciences Center El Paso,5,50,396,82125.29182900435
Texas Tech University Health Sciences Center El Paso,10,50,396,96427.5586230159
Texas Tech University Health Sciences Center El Paso,15,50,396,96427.5586230159
Indiana Wesleyan University - NGM Building,1,50,149,61136.5895
Indiana Wesleyan University - NGM Building,5,50,149,71068.59028571431
Indiana Wesleyan University - NGM Building,10,50,149,82248.42333333332
Indiana Wesleyan University - NGM Building,15,50,149,82248.42333333332
